age,workclass,education.num,marital.status,occupation,relationship,sex,capital.gain,capital.loss,hours.per.week,income
78.0,private,4.0,never-married,machine-op-inspct,not-in-family,female,0.0,0.0,35.0,<=50K
39.0,self-emp-not-inc,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,<=50K
45.0,private,9.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
44.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,45.0,>50K
18.0,private,9.0,never-married,other-service,own-child,male,0.0,0.0,35.0,<=50K
35.0,private,9.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,<=50K
52.0,private,13.0,divorced,farming-fishing,not-in-family,male,0.0,0.0,40.0,<=50K
20.0,private,9.0,never-married,adm-clerical,other-relative,male,0.0,0.0,24.0,<=50K
68.0,unknown,16.0,married-civ-spouse,unknown,husband,male,20051.0,0.0,50.0,>50K
37.0,private,10.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,40.0,<=50K
47.0,local-gov,14.0,married-civ-spouse,unknown,husband,unknown,0.0,0.0,35.0,>50K
20.0,private,10.0,never-married,sales,own-child,female,0.0,0.0,20.0,<=50K
41.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,50.0,>50K
69.0,unknown,12.0,divorced,unknown,unmarried,female,0.0,0.0,1.0,<=50K
19.0,private,10.0,never-married,exec-managerial,not-in-family,male,0.0,0.0,40.0,<=50K
36.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,50.0,>50K
28.0,local-gov,9.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,40.0,>50K
31.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,45.0,<=50K
23.0,state-gov,10.0,never-married,prof-specialty,own-child,female,0.0,0.0,6.0,<=50K
33.0,state-gov,14.0,never-married,prof-specialty,not-in-family,male,0.0,0.0,60.0,<=50K
31.0,private,9.0,married-civ-spouse,sales,husband,male,3908.0,0.0,40.0,<=50K
64.0,private,10.0,separated,other-service,not-in-family,male,0.0,0.0,40.0,<=50K
42.0,local-gov,13.0,separated,prof-specialty,unmarried,male,0.0,0.0,40.0,<=50K
20.0,private,10.0,never-married,prof-specialty,own-child,male,0.0,0.0,15.0,<=50K
47.0,private,4.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,<=50K
38.0,private,12.0,never-married,prof-specialty,unmarried,female,0.0,0.0,36.0,<=50K
27.0,private,13.0,married-civ-spouse,prof-specialty,wife,female,0.0,0.0,40.0,>50K
39.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,60.0,>50K
57.0,self-emp-inc,15.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,36.0,>50K
42.0,private,9.0,married-civ-spouse,exec-managerial,wife,female,0.0,0.0,40.0,>50K
64.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,<=50K
43.0,private,13.0,never-married,prof-specialty,not-in-family,male,0.0,0.0,45.0,>50K
43.0,private,7.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,<=50K
17.0,private,5.0,never-married,other-service,unmarried,female,0.0,0.0,20.0,<=50K
36.0,federal-gov,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,45.0,>50K
23.0,private,13.0,never-married,sales,not-in-family,male,0.0,0.0,55.0,<=50K
50.0,private,14.0,never-married,prof-specialty,unmarried,female,0.0,0.0,40.0,<=50K
23.0,self-emp-not-inc,13.0,never-married,adm-clerical,own-child,male,0.0,2231.0,40.0,>50K
64.0,unknown,9.0,married-civ-spouse,unknown,husband,male,0.0,0.0,10.0,<=50K
54.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,<=50K
52.0,self-emp-not-inc,9.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,22.0,<=50K
25.0,private,10.0,never-married,prof-specialty,not-in-family,female,0.0,0.0,8.0,<=50K
25.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,20.0,<=50K
30.0,private,13.0,married-civ-spouse,other-service,wife,female,0.0,0.0,40.0,>50K
23.0,private,9.0,never-married,machine-op-inspct,own-child,male,0.0,0.0,40.0,<=50K
46.0,private,9.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,40.0,>50K
59.0,unknown,13.0,married-civ-spouse,unknown,husband,male,0.0,0.0,40.0,>50K
25.0,private,9.0,never-married,craft-repair,own-child,male,0.0,0.0,50.0,<=50K
30.0,local-gov,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
32.0,self-emp-inc,9.0,never-married,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
32.0,federal-gov,11.0,never-married,prof-specialty,other-relative,male,0.0,0.0,40.0,<=50K
44.0,local-gov,13.0,divorced,protective-serv,not-in-family,male,0.0,0.0,40.0,<=50K
21.0,private,10.0,never-married,sales,own-child,female,0.0,0.0,25.0,<=50K
23.0,private,10.0,never-married,exec-managerial,own-child,male,0.0,0.0,40.0,<=50K
23.0,private,8.0,never-married,sales,own-child,female,0.0,0.0,25.0,<=50K
48.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
20.0,private,10.0,never-married,sales,own-child,female,0.0,0.0,20.0,<=50K
43.0,local-gov,13.0,separated,prof-specialty,unmarried,female,0.0,0.0,40.0,<=50K
24.0,private,9.0,never-married,sales,not-in-family,male,0.0,0.0,38.0,<=50K
37.0,self-emp-not-inc,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,<=50K
49.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,48.0,>50K
70.0,self-emp-inc,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,16.0,<=50K
63.0,self-emp-not-inc,11.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,40.0,<=50K
39.0,self-emp-not-inc,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,60.0,<=50K
54.0,private,7.0,divorced,adm-clerical,not-in-family,male,0.0,0.0,40.0,>50K
24.0,private,10.0,never-married,prof-specialty,own-child,female,0.0,0.0,40.0,<=50K
36.0,self-emp-not-inc,13.0,never-married,craft-repair,own-child,male,0.0,0.0,40.0,<=50K
28.0,private,10.0,divorced,sales,not-in-family,male,0.0,0.0,30.0,<=50K
24.0,private,3.0,never-married,farming-fishing,other-relative,male,0.0,0.0,40.0,<=50K
44.0,private,13.0,married-civ-spouse,transport-moving,husband,male,15024.0,0.0,55.0,>50K
41.0,state-gov,14.0,divorced,prof-specialty,unmarried,female,0.0,0.0,35.0,<=50K
22.0,private,11.0,never-married,sales,not-in-family,female,0.0,0.0,25.0,<=50K
25.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,<=50K
23.0,private,10.0,never-married,adm-clerical,own-child,female,0.0,0.0,25.0,<=50K
30.0,self-emp-inc,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,1902.0,40.0,>50K
19.0,private,9.0,never-married,farming-fishing,own-child,male,0.0,0.0,40.0,<=50K
20.0,private,9.0,never-married,protective-serv,own-child,male,0.0,0.0,40.0,<=50K
47.0,private,10.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,50.0,<=50K
53.0,private,10.0,married-civ-spouse,craft-repair,husband,male,7688.0,0.0,40.0,>50K
41.0,private,6.0,never-married,machine-op-inspct,not-in-family,male,0.0,0.0,40.0,<=50K
43.0,local-gov,12.0,married-civ-spouse,tech-support,husband,male,0.0,0.0,43.0,<=50K
38.0,private,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,60.0,<=50K
53.0,private,10.0,widowed,sales,not-in-family,female,0.0,0.0,40.0,<=50K
21.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,<=50K
34.0,private,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,45.0,<=50K
32.0,private,10.0,never-married,other-service,own-child,male,0.0,0.0,35.0,<=50K
25.0,private,12.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,45.0,<=50K
81.0,private,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,15.0,<=50K
35.0,state-gov,12.0,widowed,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
48.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,<=50K
23.0,private,9.0,never-married,farming-fishing,own-child,male,0.0,0.0,40.0,<=50K
17.0,private,9.0,never-married,exec-managerial,own-child,female,0.0,0.0,35.0,<=50K
59.0,private,6.0,divorced,machine-op-inspct,not-in-family,female,0.0,0.0,40.0,<=50K
36.0,self-emp-not-inc,4.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,35.0,<=50K
42.0,private,11.0,married-civ-spouse,exec-managerial,husband,male,15024.0,0.0,55.0,>50K
76.0,self-emp-not-inc,10.0,widowed,transport-moving,not-in-family,male,0.0,0.0,40.0,<=50K
46.0,private,4.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,40.0,<=50K
35.0,private,10.0,never-married,craft-repair,own-child,male,0.0,0.0,40.0,<=50K
57.0,state-gov,13.0,divorced,machine-op-inspct,not-in-family,male,0.0,0.0,39.0,<=50K
61.0,state-gov,8.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
49.0,state-gov,13.0,married-civ-spouse,exec-managerial,husband,male,15024.0,0.0,40.0,>50K
25.0,private,9.0,separated,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
35.0,private,13.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,>50K
28.0,local-gov,16.0,divorced,prof-specialty,not-in-family,female,0.0,0.0,40.0,<=50K
30.0,local-gov,9.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,40.0,>50K
35.0,private,10.0,divorced,sales,not-in-family,male,0.0,0.0,50.0,<=50K
33.0,local-gov,10.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,66.0,<=50K
20.0,private,10.0,never-married,sales,own-child,male,0.0,0.0,44.0,<=50K
55.0,private,9.0,widowed,other-service,unmarried,female,0.0,0.0,30.0,<=50K
30.0,private,9.0,never-married,craft-repair,own-child,male,0.0,0.0,48.0,<=50K
30.0,private,13.0,widowed,prof-specialty,unmarried,female,0.0,0.0,55.0,>50K
34.0,private,9.0,married-civ-spouse,other-service,husband,male,0.0,0.0,20.0,<=50K
28.0,private,6.0,never-married,machine-op-inspct,own-child,female,0.0,0.0,40.0,<=50K
31.0,self-emp-inc,13.0,never-married,prof-specialty,not-in-family,male,0.0,0.0,45.0,>50K
53.0,private,9.0,widowed,machine-op-inspct,not-in-family,female,0.0,0.0,40.0,<=50K
39.0,private,9.0,divorced,transport-moving,not-in-family,male,0.0,0.0,40.0,<=50K
40.0,private,11.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
34.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,>50K
46.0,private,13.0,never-married,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
41.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,<=50K
42.0,private,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
29.0,private,9.0,divorced,other-service,unmarried,female,0.0,0.0,36.0,<=50K
33.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
48.0,unknown,9.0,married-civ-spouse,unknown,husband,male,0.0,0.0,40.0,<=50K
21.0,private,10.0,never-married,sales,own-child,female,0.0,0.0,25.0,<=50K
33.0,self-emp-not-inc,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,60.0,<=50K
22.0,private,10.0,never-married,machine-op-inspct,own-child,male,0.0,0.0,48.0,<=50K
45.0,private,8.0,married-civ-spouse,adm-clerical,wife,female,3103.0,0.0,40.0,>50K
39.0,local-gov,9.0,separated,protective-serv,not-in-family,male,0.0,0.0,40.0,<=50K
41.0,federal-gov,9.0,married-civ-spouse,other-service,husband,male,0.0,0.0,40.0,<=50K
19.0,private,10.0,never-married,sales,own-child,male,0.0,0.0,30.0,<=50K
39.0,private,6.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,45.0,<=50K
24.0,private,9.0,never-married,other-service,own-child,female,0.0,0.0,30.0,<=50K
45.0,unknown,9.0,widowed,unknown,unmarried,female,0.0,0.0,38.0,<=50K
37.0,local-gov,10.0,never-married,tech-support,not-in-family,male,14344.0,0.0,50.0,>50K
30.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,>50K
34.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,43.0,>50K
22.0,private,9.0,never-married,tech-support,not-in-family,female,0.0,0.0,40.0,<=50K
29.0,private,6.0,divorced,machine-op-inspct,not-in-family,female,0.0,0.0,25.0,<=50K
25.0,private,8.0,never-married,machine-op-inspct,not-in-family,male,0.0,1741.0,40.0,<=50K
40.0,private,9.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,70.0,<=50K
33.0,private,9.0,married-civ-spouse,machine-op-inspct,wife,female,0.0,0.0,40.0,<=50K
25.0,private,6.0,never-married,craft-repair,own-child,male,0.0,0.0,40.0,<=50K
36.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,50.0,<=50K
42.0,private,10.0,divorced,adm-clerical,unmarried,female,0.0,0.0,35.0,<=50K
19.0,private,9.0,never-married,other-service,own-child,male,0.0,0.0,25.0,<=50K
60.0,private,9.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,<=50K
61.0,private,4.0,divorced,other-service,unmarried,female,0.0,0.0,40.0,<=50K
36.0,private,13.0,never-married,sales,not-in-family,male,0.0,0.0,48.0,<=50K
34.0,private,10.0,married-civ-spouse,tech-support,husband,male,0.0,1485.0,40.0,<=50K
27.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
40.0,private,12.0,never-married,adm-clerical,own-child,female,0.0,0.0,45.0,<=50K
90.0,private,10.0,divorced,sales,unmarried,female,0.0,0.0,37.0,<=50K
49.0,private,9.0,divorced,other-service,not-in-family,female,0.0,0.0,20.0,<=50K
23.0,private,13.0,never-married,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
30.0,self-emp-not-inc,12.0,married-civ-spouse,sales,husband,male,0.0,0.0,60.0,<=50K
30.0,local-gov,9.0,married-civ-spouse,other-service,husband,male,0.0,0.0,40.0,<=50K
64.0,unknown,10.0,married-civ-spouse,unknown,husband,male,0.0,0.0,20.0,<=50K
53.0,private,13.0,never-married,other-service,not-in-family,male,0.0,0.0,40.0,<=50K
49.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
29.0,private,10.0,never-married,farming-fishing,own-child,male,0.0,0.0,40.0,<=50K
57.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,>50K
53.0,private,10.0,never-married,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
23.0,local-gov,11.0,divorced,tech-support,not-in-family,male,0.0,0.0,56.0,<=50K
49.0,private,7.0,never-married,other-service,not-in-family,male,0.0,0.0,60.0,<=50K
48.0,self-emp-not-inc,9.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,60.0,<=50K
42.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,<=50K
49.0,private,13.0,divorced,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
27.0,private,10.0,never-married,craft-repair,own-child,male,0.0,0.0,40.0,<=50K
26.0,private,11.0,never-married,tech-support,own-child,male,0.0,0.0,40.0,<=50K
55.0,private,14.0,unknown,exec-managerial,husband,male,0.0,1977.0,40.0,>50K
30.0,private,10.0,separated,other-service,unmarried,female,0.0,0.0,40.0,<=50K
28.0,private,13.0,married-civ-spouse,unknown,husband,male,0.0,0.0,40.0,<=50K
43.0,state-gov,11.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,40.0,<=50K
28.0,private,10.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,50.0,<=50K
28.0,self-emp-inc,9.0,never-married,adm-clerical,own-child,female,0.0,0.0,35.0,<=50K
46.0,private,10.0,married-civ-spouse,tech-support,husband,male,0.0,0.0,40.0,>50K
57.0,unknown,6.0,separated,unknown,not-in-family,male,0.0,0.0,30.0,<=50K
65.0,private,16.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,>50K
68.0,federal-gov,10.0,divorced,adm-clerical,other-relative,female,2346.0,0.0,40.0,<=50K
42.0,private,9.0,divorced,handlers-cleaners,not-in-family,female,0.0,0.0,40.0,<=50K
26.0,private,9.0,never-married,craft-repair,own-child,male,0.0,0.0,36.0,<=50K
35.0,private,9.0,separated,transport-moving,unmarried,female,0.0,0.0,48.0,<=50K
27.0,private,10.0,never-married,adm-clerical,own-child,male,0.0,0.0,20.0,<=50K
48.0,self-emp-inc,4.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,50.0,>50K
49.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,>50K
32.0,state-gov,9.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,40.0,<=50K
27.0,private,9.0,separated,other-service,unmarried,female,0.0,0.0,50.0,<=50K
36.0,private,6.0,divorced,craft-repair,other-relative,male,0.0,0.0,40.0,<=50K
26.0,private,14.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,20.0,<=50K
48.0,self-emp-not-inc,10.0,never-married,other-service,not-in-family,male,0.0,0.0,40.0,<=50K
36.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
38.0,private,10.0,divorced,sales,unmarried,female,0.0,0.0,38.0,<=50K
52.0,private,5.0,widowed,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
35.0,private,10.0,married-civ-spouse,other-service,wife,female,0.0,0.0,40.0,>50K
51.0,private,9.0,married-spouse-absent,other-service,unmarried,female,0.0,0.0,40.0,<=50K
53.0,federal-gov,9.0,widowed,exec-managerial,not-in-family,female,0.0,0.0,58.0,<=50K
21.0,private,9.0,married-civ-spouse,prof-specialty,own-child,male,0.0,0.0,40.0,>50K
37.0,private,13.0,separated,tech-support,not-in-family,male,0.0,0.0,40.0,<=50K
46.0,self-emp-not-inc,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,<=50K
34.0,federal-gov,13.0,never-married,exec-managerial,unmarried,male,1471.0,0.0,40.0,<=50K
41.0,private,9.0,separated,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
34.0,private,5.0,separated,machine-op-inspct,unmarried,female,0.0,0.0,35.0,<=50K
66.0,unknown,5.0,married-civ-spouse,unknown,husband,male,0.0,0.0,40.0,<=50K
26.0,private,10.0,married-civ-spouse,exec-managerial,husband,male,2407.0,0.0,50.0,<=50K
39.0,private,9.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,24.0,<=50K
35.0,private,10.0,never-married,other-service,not-in-family,female,0.0,0.0,65.0,<=50K
37.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,45.0,<=50K
20.0,private,10.0,never-married,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
43.0,private,9.0,divorced,tech-support,not-in-family,female,0.0,0.0,40.0,<=50K
49.0,self-emp-inc,10.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,60.0,<=50K
22.0,private,10.0,never-married,sales,not-in-family,female,0.0,0.0,20.0,<=50K
25.0,private,9.0,divorced,other-service,not-in-family,male,2597.0,0.0,40.0,<=50K
49.0,private,13.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,60.0,<=50K
28.0,state-gov,13.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,50.0,<=50K
66.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,50.0,>50K
55.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,1579.0,35.0,<=50K
23.0,private,9.0,separated,craft-repair,own-child,male,0.0,0.0,53.0,<=50K
30.0,private,15.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,60.0,>50K
22.0,private,9.0,married-civ-spouse,other-service,own-child,male,0.0,0.0,50.0,<=50K
73.0,private,9.0,divorced,other-service,not-in-family,female,0.0,0.0,20.0,<=50K
21.0,private,9.0,never-married,craft-repair,unmarried,male,0.0,0.0,35.0,<=50K
48.0,self-emp-inc,11.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,70.0,>50K
21.0,private,9.0,never-married,sales,own-child,female,0.0,0.0,30.0,<=50K
55.0,self-emp-inc,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,>50K
29.0,unknown,9.0,never-married,unknown,own-child,male,0.0,0.0,50.0,<=50K
34.0,private,3.0,never-married,handlers-cleaners,own-child,male,0.0,0.0,40.0,<=50K
66.0,unknown,14.0,widowed,unknown,not-in-family,male,0.0,0.0,6.0,<=50K
30.0,local-gov,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,1887.0,45.0,>50K
33.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,>50K
47.0,state-gov,11.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,38.0,>50K
61.0,private,9.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,40.0,<=50K
51.0,local-gov,14.0,never-married,prof-specialty,own-child,male,0.0,0.0,40.0,<=50K
41.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,1887.0,50.0,>50K
22.0,private,10.0,never-married,other-service,own-child,female,0.0,0.0,15.0,<=50K
38.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
35.0,unknown,9.0,never-married,unknown,own-child,male,0.0,0.0,40.0,<=50K
25.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
37.0,unknown,9.0,widowed,unknown,not-in-family,female,0.0,0.0,9.0,<=50K
30.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
40.0,private,9.0,married-civ-spouse,other-service,wife,female,0.0,0.0,32.0,<=50K
25.0,state-gov,10.0,never-married,handlers-cleaners,own-child,male,0.0,0.0,40.0,<=50K
36.0,private,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,<=50K
42.0,self-emp-not-inc,9.0,unknown,sales,husband,male,0.0,0.0,12.0,<=50K
27.0,self-emp-inc,9.0,never-married,sales,not-in-family,male,0.0,0.0,50.0,<=50K
29.0,private,14.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,45.0,<=50K
57.0,local-gov,13.0,widowed,prof-specialty,not-in-family,female,0.0,0.0,35.0,<=50K
67.0,unknown,10.0,married-civ-spouse,unknown,husband,male,0.0,0.0,6.0,<=50K
24.0,private,9.0,never-married,farming-fishing,not-in-family,male,0.0,0.0,40.0,<=50K
25.0,private,9.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,<=50K
